# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT
4770	ToroTegu	ripe (grain)	ìr+ú	ì r + ú	7 5 9 7	XN_X	IR_Y	18	18.I.V 18.R.c 18._._ 18.Y.V	1.5 0.8 0.0 1.5	0	10111	- ì r + ú
4771	YandaDom	ripe (grain)	ʔə̀l+ɛ̀	ʔ ə̀ l + ɛ̀	1 7 5 9 7	AXN_X	HEL_E	19	19.H.C 19.E.V 19.L.c 19._._ 19.E.V	2.0 1.5 0.8 0.0 1.5	0	10125	ʔ ə̀ l + ɛ̀
4772	YornoSo	ripe (grain)	ìl+ɛ́	ì l + ɛ́	7 5 9 7	XN_X	IL_E	20	20.I.V 20.L.c 20._._ 20.E.V	1.5 0.8 0.0 1.5	0	10111	- ì l + ɛ́
#
14958	BankanTey	roll or flip (sth) over onto its other side	bìn.d+ír+é	b ì n d + í r + é	1 7 4 1 9 7 5 9 7	AXLN_XN_X	PINT_IR_E	1	1.P.C 1.I.V 1.N.c 1.T.c 1._._ 1.I.V 1.R.c 1._._ 1.E.V	2.0 1.5 1.1 0.8 0.0 1.5 0.8 0.0 1.5	0	10126	b ì n d + í r + é - -
14959	BenTey	roll or flip (sth) over onto its other side	bìl+ì+ré	b ì l + ì + r é	1 7 5 9 7 9 5 7	AXN_X_AX	PIL_I_RE	2	2.P.C 2.I.V 2.L.c 2._._ 2.I.V 2._._ 2.R.C 2.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	10127	b ì l + ì + r é
14960	Bunoge	roll or flip (sth) over onto its other side	bín.d+úl+ómì	b í n d + ú l + ó m ì	1 7 4 1 9 7 5 9 7 4 7	AXLN_XN_XBZ	PINT_YL_UMI	4	4.P.C 4.I.V 4.N.c 4.T.c 4._._ 4.Y.V 4.L.c 4._._ 4.U.V 4.M.C 4.I.V	2.0 1.5 1.1 0.8 0.0 1.5 0.8 0.0 1.5 1.75 0.8	0	10126	b í n d + ú l + ó m ì
14961	DonnoSo	roll or flip (sth) over onto its other side	bìl+é	b ì l + é	1 7 5 9 7	AXN_X	PIL_E	7	7.P.C 7.I.V 7.L.c 7._._ 7.E.V	2.0 1.5 0.8 0.0 1.5	0	10127	b ì l + é - - -
14962	JamsayDouentza	roll or flip (sth) over onto its other side	bìn+ì+r.∼+é	b ì n + ì + r ∼ + é	1 7 4 9 7 9 5 4 9 7	AXN_X_AN_X	PIN_I_R9_E	8	8.P.C 8.I.V 8.N.c 8._._ 8.I.V 8._._ 8.R.C 8.9.c 8._._ 8.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 0.8 0.0 1.5	0	10131	b ì n + ì + r ∼ + é
14963	Mombo	roll or flip (sth) over onto its other side	bín.d+é	b í n d + é	1 7 4 1 9 7	AXLN_X	PINT_E	10	10.P.C 10.I.V 10.N.c 10.T.c 10._._ 10.E.V	2.0 1.5 1.1 0.8 0.0 1.5	0	10126	b í n d + - - - é - -
14964	BonduSoNajamba	roll or flip (sth) over onto its other side	bìn.d+è	b ì n d + è	1 7 4 1 9 7	AXLN_X	PINT_E	3	3.P.C 3.I.V 3.N.c 3.T.c 3._._ 3.E.V	2.0 1.5 1.1 0.8 0.0 1.5	1	10126	b ì n d + - - - è - -
14965	Nanga	roll or flip (sth) over onto its other side	bìn.d+ír+é	b ì n d + í r + é	1 7 4 1 9 7 5 9 7	AXLN_XN_X	PINT_IR_E	11	11.P.C 11.I.V 11.N.c 11.T.c 11._._ 11.I.V 11.R.c 11._._ 11.E.V	2.0 1.5 1.1 0.8 0.0 1.5 0.8 0.0 1.5	0	10126	b ì n d + í r + é - -
14966	Penange	roll or flip (sth) over onto its other side	bín.d+úl+ómì	b í n d + ú l + ó m ì	1 7 4 1 9 7 5 9 7 4 7	AXLN_XN_XBZ	PINT_YL_UMI	12	12.P.C 12.I.V 12.N.c 12.T.c 12._._ 12.Y.V 12.L.c 12._._ 12.U.V 12.M.C 12.I.V	2.0 1.5 1.1 0.8 0.0 1.5 0.8 0.0 1.5 1.75 0.8	0	10126	b í n d + ú l + ó m ì
14967	PergeTegu	roll or flip (sth) over onto its other side	bìl+ì+wé	b ì l + ì + w é	1 7 5 9 7 9 6 7	AXN_X_AX	PIL_I_WE	13	13.P.C 13.I.V 13.L.c 13._._ 13.I.V 13._._ 13.W.C 13.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	10127	b ì l + ì + w é
14968	Tiranige	roll or flip (sth) over onto its other side	mén.d+ól+ó	m é n d + ó l + ó	4 7 4 1 9 7 5 9 7	AXLN_XN_X	MENT_UL_U	15	15.M.C 15.E.V 15.N.c 15.T.c 15._._ 15.U.V 15.L.c 15._._ 15.U.V	2.0 1.5 1.1 0.8 0.0 1.5 0.8 0.0 1.5	0	10136	m é n d + ó l + ó
14969	TogoKan	roll or flip (sth) over onto its other side	bìn+é	b ì n + é	1 7 4 9 7	AXN_X	PIN_E	16	16.P.C 16.I.V 16.N.c 16._._ 16.E.V	2.0 1.5 0.8 0.0 1.5	0	10131	b ì n + é - - - - -
14970	TommoSoTongoTongo	roll or flip (sth) over onto its other side	bìl+é	b ì l + é	1 7 5 9 7	AXN_X	PIL_E	17	17.P.C 17.I.V 17.L.c 17._._ 17.E.V	2.0 1.5 0.8 0.0 1.5	0	10127	b ì l + é - - -
14971	ToroTegu	roll or flip (sth) over onto its other side	kúr+ú+kɔ́	k ú r + ú + k ɔ́	1 7 5 9 7 9 1 7	AXN_X_AX	KYR_Y_KU	18	18.K.C 18.Y.V 18.R.c 18._._ 18.Y.V 18._._ 18.K.C 18.U.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	10139	k ú r + ú + k ɔ́
14972	YandaDom	roll or flip (sth) over onto its other side	bìn+é	b ì n + é	1 7 4 9 7	AXN_X	PIN_E	19	19.P.C 19.I.V 19.N.c 19._._ 19.E.V	2.0 1.5 0.8 0.0 1.5	0	10131	b ì n + é - - - - -
14973	YornoSo	roll or flip (sth) over onto its other side	bìl+é	b ì l + é	1 7 5 9 7	AXN_X	PIL_E	20	20.P.C 20.I.V 20.L.c 20._._ 20.E.V	2.0 1.5 0.8 0.0 1.5	0	10127	b ì l + é - - -
#
6453	BankanTey	roof	tè+m.bè+kú.ù	t è + m b è + k ú ù	1 7 9 4 1 7 9 1 7 7	AX_ACZ_AXZ	TE_MPE_KYY	1	1.T.C 1.E.V 1._._ 1.M.C 1.P.C 1.E.V 1._._ 1.K.C 1.Y.V 1.Y.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	0	10140	t è + m b è + k ú ù
6454	BenTey	roof	tè+m.bè+kú.ù	t è + m b è + k ú ù	1 7 9 4 1 7 9 1 7 7	AX_ACZ_AXZ	TE_MPE_KYY	2	2.T.C 2.E.V 2._._ 2.M.C 2.P.C 2.E.V 2._._ 2.K.C 2.Y.V 2.Y.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	0	10140	t è + m b è + k ú ù
6455	BenTey	roof	tèm+kú.ù	t è m + k ú ù	1 7 4 9 1 7 7	AXN_AXZ	TEM_KYY	2	2.T.C 2.E.V 2.M.c 2._._ 2.K.C 2.Y.V 2.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0	10160	t è m + k ú ù
6456	Bunoge	roof	ɡá.á+ŋ.ɡù	ɡ áá + ŋ ɡ ù	1 7 9 4 1 7	AX_ACZ	KA_NKY	4	4.K.C 4.A.V 4._._ 4.N.C 4.K.C 4.Y.V	2.0 1.5 0.0 2.0 1.5 0.8	0	10143	ɡ áá + ŋ ɡ ù
6457	DogulDomBendiely	roof	dálà	d á l à	1 7 5 7	AXBZ	TALA	5	5.T.C 5.A.V 5.L.C 5.A.V	2.0 1.5 1.75 0.8	0	10144	d á l à
6458	DogulDomKundialang	roof	dálà	d á l à	1 7 5 7	AXBZ	TALA	6	6.T.C 6.A.V 6.L.C 6.A.V	2.0 1.5 1.75 0.8	0	10144	d á l à
6459	DonnoSo	roof	té+m.bù	t é + m b ù	1 7 9 4 1 7	AX_ACZ	TE_MPY	7	7.T.C 7.E.V 7._._ 7.M.C 7.P.C 7.Y.V	2.0 1.5 0.0 2.0 1.5 0.8	0	10140	t é + m b ù - - - -
6460	JamsayGourou	roof	tɛ̀mɛ̀+kú.ú~	t ɛ̀ m ɛ̀ + k úú ~	1 7 4 7 9 1 7 0	AXBZ_AXN	TEME_KY0	9	9.T.C 9.E.V 9.M.C 9.E.V 9._._ 9.K.C 9.Y.V 9.0.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	10147	t ɛ̀ m ɛ̀ + k úú ~
6461	JamsayDouentza	roof	tɛ̀mɛ̀+kú.ú~	t ɛ̀ m ɛ̀ + k úú ~	1 7 4 7 9 1 7 0	AXBZ_AXN	TEME_KY0	8	8.T.C 8.E.V 8.M.C 8.E.V 8._._ 8.K.C 8.Y.V 8.0.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	10147	t ɛ̀ m ɛ̀ + k úú ~
6462	Mombo	roof	sà.àsú+ɡú	s àà s ú + ɡ ú	3 7 3 7 9 1 7	AXBZ_AX	SASY_KY	10	10.S.C 10.A.V 10.S.C 10.Y.V 10._._ 10.K.C 10.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	10149	s àà s ú + ɡ ú
6463	BonduSoNajamba	roof	dèbí	d è b í	1 7 1 7	AXBZ	TEPI	3	3.T.C 3.E.V 3.P.C 3.I.V	2.0 1.5 1.75 0.8	0	10142	d è b í
6464	Nanga	roof	dɛ̌w	d ɛ̌ w	1 7 6	AXN	TEW	11	11.T.C 11.E.V 11.W.c	2.0 1.5 0.8	0	10142	d ɛ̌ w -
6465	Nanga	roof	dɛ̀wí	d ɛ̀ w í	1 7 6 7	AXBZ	TEWI	11	11.T.C 11.E.V 11.W.C 11.I.V	2.0 1.5 1.75 0.8	0	10142	d ɛ̀ w í
6466	Penange	roof	dó+ɡó	d ó + ɡ ó	1 7 9 1 7	AX_AX	TU_KU	12	12.T.C 12.U.V 12._._ 12.K.C 12.U.V	2.0 1.5 0.0 2.0 1.5	0	10151	d ó + ɡ ó
6467	PergeTegu	roof	tè+m.bè+kú.ú	t è + m b è + k úú	1 7 9 4 1 7 9 1 7	AX_ACZ_AX	TE_MPE_KY	13	13.T.C 13.E.V 13._._ 13.M.C 13.P.C 13.E.V 13._._ 13.K.C 13.Y.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	0	10140	t è + m b è + k úú -
6468	TebulUre	roof	ládú+ɡɔ́	l á d ú + ɡ ɔ́	5 7 1 7 9 1 7	AXBZ_AX	LATY_KU	14	14.L.C 14.A.V 14.T.C 14.Y.V 14._._ 14.K.C 14.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	10153	l á d ú + ɡ ɔ́
6469	Tiranige	roof	tè+m.bè	t è + m b è	1 7 9 4 1 7	AX_ACZ	TE_MPE	15	15.T.C 15.E.V 15._._ 15.M.C 15.P.C 15.E.V	2.0 1.5 0.0 2.0 1.5 0.8	0	10140	t è + m b è - - - -
6470	TogoKan	roof	kù~mɔ̀+rú	k ù ~ m ɔ̀ + r ú	1 7 0 4 7 9 5 7	AXBCZ_AX	KY0MU_RY	16	16.K.C 16.Y.V 16.0.C 16.M.C 16.U.V 16._._ 16.R.C 16.Y.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5	0	10155	k ù ~ m ɔ̀ + r ú
6471	ToroTegu	roof	dómó+kù	d ó m ó + k ù	1 7 4 7 9 1 7	AXBZ_AX	TUMU_KY	18	18.T.C 18.U.V 18.M.C 18.U.V 18._._ 18.K.C 18.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	10147	d ó m ó + k ù -
6472	YandaDom	roof	dɛ̀bù	d ɛ̀ b ù	1 7 1 7	AXBZ	TEPY	19	19.T.C 19.E.V 19.P.C 19.Y.V	2.0 1.5 1.75 0.8	0	10142	d ɛ̀ b ù
6473	YornoSo	roof	dà.á	d à á	1 7 7	AXZ	TAA	20	20.T.C 20.A.V 20.A.V	2.0 1.5 0.8	0	10144	d à - á
6474	YornoSo	roof	dà.àkú.ù	d àà k ú ù	1 7 1 7 7	AXBYZ	TAKYY	20	20.T.C 20.A.V 20.K.C 20.Y.V 20.Y.V	2.0 1.5 1.75 1.3 0.8	0	10162	d àà k ú ù
17152	TommoSoTongoTongo	roof	dɛ̀+m.bɛ́	d ɛ̀ + m b ɛ́	1 7 9 4 1 7	AX_ACZ	TE_MPE	17	17.T.C 17.E.V 17._._ 17.M.C 17.P.C 17.E.V	2.0 1.5 0.0 2.0 1.5 0.8	0	10140	d ɛ̀ + m b ɛ́ - - - -
#
533	BankanTey	rooster	ɛ̀zɛ̀kò.ó+rò+m	ɛ̀ z ɛ̀ k ò ó + r ò + m	7 3 7 1 7 7 9 5 7 9 4	XBYBYZ_AX_A	ESEKUU_RU_M	1	1.E.V 1.S.C 1.E.V 1.K.C 1.U.V 1.U.V 1._._ 1.R.C 1.U.V 1._._ 1.M.C	1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 0.0 2.0	0	10163	ɛ̀ z ɛ̀ k ò ó + r ò + m
534	BenTey	rooster	ɛ̀n.dʒɛ̀+kò.órò+m	ɛ̀ n d ʒ ɛ̀ + k ò ó r ò + m	7 4 1 3 7 9 1 7 7 5 7 9 4	XMBCZ_AXYBZ_A	ENTSE_KUURU_M	2	2.E.V 2.N.c 2.T.C 2.S.C 2.E.V 2._._ 2.K.C 2.U.V 2.U.V 2.R.C 2.U.V 2._._ 2.M.C	1.5 1.1 1.75 1.5 0.8 0.0 2.0 1.5 1.3 1.75 0.8 0.0 2.0	0	10164	ɛ̀ n d ʒ ɛ̀ + k ò ó r ò + m
535	Bunoge	rooster	sì.ìdʒá+nòlò	s ìì d ʒ á + n ò l ò	3 7 1 3 7 9 4 7 5 7	AXBCZ_AXBZ	SITSA_NULU	4	4.S.C 4.I.V 4.T.C 4.S.C 4.A.V 4._._ 4.N.C 4.U.V 4.L.C 4.U.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5 1.75 0.8	0	10166	s ìì d ʒ á + n ò l ò
536	DogulDomBendiely	rooster	ɔ̀llɔ̀á+nà	ɔ̀ ll ɔ̀á + n à	7 5 7 9 4 7	XBZ_AX	ULU_NA	5	5.U.V 5.L.C 5.U.V 5._._ 5.N.C 5.A.V	1.5 1.75 0.8 0.0 2.0 1.5	0	10167	ɔ̀ ll ɔ̀á + n à
537	DonnoSo	rooster	èn.dʒèà+ná	è n d ʒ è à + n á	7 4 1 3 7 7 9 4 7	XMBCYZ_AX	ENTSEA_NA	7	7.E.V 7.N.c 7.T.C 7.S.C 7.E.V 7.A.V 7._._ 7.N.C 7.A.V	1.5 1.1 1.75 1.5 1.3 0.8 0.0 2.0 1.5	0	10168	è n d ʒ è à + - n á
538	JamsayDouentza	rooster	ɛ̀ɲɛ̀àr.∼á	ɛ̀ ɲ ɛ̀ à r ∼ á	7 4 7 7 5 4 7	XBYYMBZ	ENEAR9A	8	8.E.V 8.N.C 8.E.V 8.A.V 8.R.c 8.9.C 8.A.V	1.5 1.75 1.3 1.3 1.1 1.75 0.8	0	10169	ɛ̀ ɲ ɛ̀ à r ∼ á
539	BonduSoNajamba	rooster	kòròá+nè	k ò r ò á + n è	1 7 5 7 7 9 4 7	AXBYZ_AX	KURUA_NE	3	3.K.C 3.U.V 3.R.C 3.U.V 3.A.V 3._._ 3.N.C 3.E.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	0	10165	k ò r ò á + n è
540	Nanga	rooster	ɛ̀n.dʒɛ̀á+r.∼à	ɛ̀ n d ʒ ɛ̀á + r ∼ à	7 4 1 3 7 9 5 4 7	XMBCZ_ACZ	ENTSE_R9A	11	11.E.V 11.N.c 11.T.C 11.S.C 11.E.V 11._._ 11.R.C 11.9.C 11.A.V	1.5 1.1 1.75 1.5 0.8 0.0 2.0 1.5 0.8	0	10168	ɛ̀ n d ʒ ɛ̀á - + r ∼ à
541	Penange	rooster	sìr+ɡàwá+lá	s ì r + ɡ à w á + l á	3 7 5 9 1 7 6 7 9 5 7	AXN_AXBZ_AX	SIR_KAWA_LA	12	12.S.C 12.I.V 12.R.c 12._._ 12.K.C 12.A.V 12.W.C 12.A.V 12._._ 12.L.C 12.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	10171	s ì r + ɡ à w á + l á
542	PergeTegu	rooster	ɛ̀n.dʒɛ̀à+r.∼á	ɛ̀ n d ʒ ɛ̀ à + r ∼ á	7 4 1 3 7 7 9 5 4 7	XMBCYZ_ACZ	ENTSEA_R9A	13	13.E.V 13.N.c 13.T.C 13.S.C 13.E.V 13.A.V 13._._ 13.R.C 13.9.C 13.A.V	1.5 1.1 1.75 1.5 1.3 0.8 0.0 2.0 1.5 0.8	0	10168	ɛ̀ n d ʒ ɛ̀ à + r ∼ á
543	TebulUre	rooster	ɛ̀+ŋkò+kó	ɛ̀ + ŋ k ò + k ó	7 9 4 1 7 9 1 7	X_ACZ_AX	E_NKU_KU	14	14.E.V 14._._ 14.N.C 14.K.C 14.U.V 14._._ 14.K.C 14.U.V	1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	0	10173	ɛ̀ + ŋ k ò + k ó
544	Tiranige	rooster	sìdʒà+báná	s ì d ʒ à + b á n á	3 7 1 3 7 9 1 7 4 7	AXBCZ_AXBZ	SITSA_PANA	15	15.S.C 15.I.V 15.T.C 15.S.C 15.A.V 15._._ 15.P.C 15.A.V 15.N.C 15.A.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5 1.75 0.8	0	10166	s ì d ʒ à + b á n á
545	TogoKan	rooster	kòɡòà+r.∼á	k ò ɡ ò à + r ∼ á	1 7 1 7 7 9 5 4 7	AXBYZ_ACZ	KUKUA_R9A	16	16.K.C 16.U.V 16.K.C 16.U.V 16.A.V 16._._ 16.R.C 16.9.C 16.A.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	0	10175	k ò ɡ ò à + r ∼ á
548	ToroTegu	rooster	ɛ̀sààrá	ɛ̀ s àà r á	7 3 7 5 7	XBYBZ	ESARA	18	18.E.V 18.S.C 18.A.V 18.R.C 18.A.V	1.5 1.75 1.3 1.75 0.8	0	10176	ɛ̀ s àà r á
549	YandaDom	rooster	ɛ̀dɛ̀kò+ŋò	ɛ̀ d ɛ̀ k ò + ŋ ò	7 1 7 1 7 9 4 7	XBYBZ_AX	ETEKU_NU	19	19.E.V 19.T.C 19.E.V 19.K.C 19.U.V 19._._ 19.N.C 19.U.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	0	10177	ɛ̀ d ɛ̀ k ò + ŋ ò
550	YornoSo	rooster	ɛ̀ɲɛ̀àr.∼á	ɛ̀ ɲ ɛ̀ à r ∼ á	7 4 7 7 5 4 7	XBYYMBZ	ENEAR9A	20	20.E.V 20.N.C 20.E.V 20.A.V 20.R.c 20.9.C 20.A.V	1.5 1.75 1.3 1.3 1.1 1.75 0.8	0	10169	ɛ̀ ɲ ɛ̀ à r ∼ á
#
3371	BankanTey	root	wòrú	w ò r ú	6 7 5 7	AXBZ	WURY	1	1.W.C 1.U.V 1.R.C 1.Y.V	2.0 1.5 1.75 0.8	0	10178	w ò r ú
3372	BenTey	root	wé.érí	w éé r í	6 7 5 7	AXBZ	WERI	2	2.W.C 2.E.V 2.R.C 2.I.V	2.0 1.5 1.75 0.8	0	10178	w éé r í
3373	Bunoge	root	kàdʒè	k à d ʒ è	1 7 1 3 7	AXBCZ	KATSE	4	4.K.C 4.A.V 4.T.C 4.S.C 4.E.V	2.0 1.5 1.75 1.5 0.8	0	10181	k à d ʒ è
3374	Bunoge	root	bùsù+llè	b ù s ù + ll è	1 7 3 7 9 5 7	AXBZ_AX	PYSY_LE	4	4.P.C 4.Y.V 4.S.C 4.Y.V 4._._ 4.L.C 4.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	10198	b ù s ù + ll è
3375	DogulDomBendiely	root	kásò	k á s ò	1 7 3 7	AXBZ	KASU	5	5.K.C 5.A.V 5.S.C 5.U.V	2.0 1.5 1.75 0.8	0	10181	k á - s ò
3376	DogulDomKundialang	root	kásò.ò	k á s òò	1 7 3 7	AXBZ	KASU	6	6.K.C 6.A.V 6.S.C 6.U.V	2.0 1.5 1.75 0.8	0	10181	k á - s òò
3377	DonnoSo	root	kádù	k á d ù	1 7 1 7	AXBZ	KATY	7	7.K.C 7.A.V 7.T.C 7.Y.V	2.0 1.5 1.75 0.8	0	10181	k á d - ù
3378	JamsayGourou	root	ké.é~	k éé ~	1 7 0	AXN	KE0	9	9.K.C 9.E.V 9.0.c	2.0 1.5 0.8	0	10186	k éé ~
3379	JamsayDouentza	root	bɔ̀rɔ̀+tʃé.éŋ	b ɔ̀ r ɔ̀ + t ʃ éé ŋ	1 7 5 7 9 1 3 7 4	AXBZ_ACXN	PURU_TSEN	8	8.P.C 8.U.V 8.R.C 8.U.V 8._._ 8.T.C 8.S.C 8.E.V 8.N.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.5 0.8	0	10185	b ɔ̀ r ɔ̀ + t ʃ éé ŋ
3380	JamsayDouentza	root	tʃé.éŋ	t ʃ éé ŋ	1 3 7 4	ACXN	TSEN	8	8.T.C 8.S.C 8.E.V 8.N.c	2.0 1.5 1.5 0.8	0	10199	t ʃ éé ŋ
3381	Mombo	root	ká+ɡì	k á + ɡ ì	1 7 9 1 7	AX_AX	KA_KI	10	10.K.C 10.A.V 10._._ 10.K.C 10.I.V	2.0 1.5 0.0 2.0 1.5	0	10187	k á + ɡ ì
3382	BonduSoNajamba	root	wǒl+ŋ.ɡó	w ǒ l + ŋ ɡ ó	6 7 5 9 4 1 7	AXN_ACZ	WUL_NKU	3	3.W.C 3.U.V 3.L.c 3._._ 3.N.C 3.K.C 3.U.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0	10180	w ǒ l + ŋ ɡ ó
3383	Nanga	root	wè.èrî	w èè r î	6 7 5 7	AXBZ	WERI	11	11.W.C 11.E.V 11.R.C 11.I.V	2.0 1.5 1.75 0.8	0	10178	w èè r î
3384	Penange	root	dúl	d ú l	1 7 5	AXN	TYL	12	12.T.C 12.Y.V 12.L.c	2.0 1.5 0.8	0	10189	d ú l -
3385	PergeTegu	root	ké.é+ŋ.ɡú	k éé + ŋ ɡ ú	1 7 9 4 1 7	AX_ACZ	KE_NKY	13	13.K.C 13.E.V 13._._ 13.N.C 13.K.C 13.Y.V	2.0 1.5 0.0 2.0 1.5 0.8	0	10190	k éé + ŋ ɡ ú
3386	TebulUre	root	díné	d í n é	1 7 4 7	AXBZ	TINE	14	14.T.C 14.I.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	0	10191	d í n é
3387	Tiranige	root	jìlì+ŋ.ɡè	j ì l ì + ŋ ɡ è	6 7 5 7 9 4 1 7	AXBZ_ACZ	JILI_NKE	15	15.J.C 15.I.V 15.L.C 15.I.V 15._._ 15.N.C 15.K.C 15.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	10192	j ì l ì + ŋ ɡ è
3388	TogoKan	root	bɔ̀rɔ̀+dí.í	b ɔ̀ r ɔ̀ + d íí	1 7 5 7 9 1 7	AXBZ_AX	PURU_TI	16	16.P.C 16.U.V 16.R.C 16.U.V 16._._ 16.T.C 16.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	10185	b ɔ̀ r ɔ̀ + d - íí -
3389	TogoKan	root	bɔ̀.ɔ̀dí.í	b ɔ̀ɔ̀ d íí	1 7 1 7	AXBZ	PUTI	16	16.P.C 16.U.V 16.T.C 16.I.V	2.0 1.5 1.75 0.8	0	10200	b ɔ̀ɔ̀ d íí
3390	TommoSoTongoTongo	root	wélú	w é l ú	6 7 5 7	AXBZ	WELY	17	17.W.C 17.E.V 17.L.C 17.Y.V	2.0 1.5 1.75 0.8	0	10178	w é l ú
3392	ToroTegu	root	wóró	w ó r ó	6 7 5 7	AXBZ	WURU	18	18.W.C 18.U.V 18.R.C 18.U.V	2.0 1.5 1.75 0.8	0	10178	w ó r ó
3393	YandaDom	root	dìlú	d ì l ú	1 7 5 7	AXBZ	TILY	19	19.T.C 19.I.V 19.L.C 19.Y.V	2.0 1.5 1.75 0.8	0	10189	d ì l ú
3394	YandaDom	root	dǐl	d ǐ l	1 7 5	AXN	TIL	19	19.T.C 19.I.V 19.L.c	2.0 1.5 0.8	0	10189	d ǐ l -
3395	YornoSo	root	wél	w é l	6 7 5	AXN	WEL	20	20.W.C 20.E.V 20.L.c	2.0 1.5 0.8	0	10178	w é l -
#
13709	BankanTey	rope, cord	sò+ŋ.ɡú	s ò + ŋ ɡ ú	3 7 9 4 1 7	AX_ACZ	SU_NKY	1	1.S.C 1.U.V 1._._ 1.N.C 1.K.C 1.Y.V	2.0 1.5 0.0 2.0 1.5 0.8	0	10203	s ò - + ŋ ɡ ú
13710	BenTey	rope, cord	sù+ŋ.ɡú	s ù + ŋ ɡ ú	3 7 9 4 1 7	AX_ACZ	SY_NKY	2	2.S.C 2.Y.V 2._._ 2.N.C 2.K.C 2.Y.V	2.0 1.5 0.0 2.0 1.5 0.8	0	10203	s ù - + ŋ ɡ ú
13711	Bunoge	rope, cord	sí+ŋ.ɡì	s í + ŋ ɡ ì	3 7 9 4 1 7	AX_ACZ	SI_NKI	4	4.S.C 4.I.V 4._._ 4.N.C 4.K.C 4.I.V	2.0 1.5 0.0 2.0 1.5 0.8	0	10203	s í - + ŋ ɡ ì
13712	DogulDomBendiely	rope, cord	síjì+ŋ	s í j ì + ŋ	3 7 6 7 9 4	AXBZ_A	SIJI_N	5	5.S.C 5.I.V 5.J.C 5.I.V 5._._ 5.N.C	2.0 1.5 1.75 0.8 0.0 2.0	1	10205	s í j ì + ŋ
13713	DogulDomKundialang	rope, cord	sì.íŋ	s ì í ŋ	3 7 7 4	AXYN	SIIN	6	6.S.C 6.I.V 6.I.V 6.N.c	2.0 1.5 1.3 0.8	0	10206	s ì í ŋ
13714	DonnoSo	rope, cord	sǔŋ	s ǔ ŋ	3 7 4	AXN	SYN	7	7.S.C 7.Y.V 7.N.c	2.0 1.5 0.8	0	10207	s ǔ ŋ -
13715	JamsayGourou	rope, cord	sùŋú	s ù ŋ ú	3 7 4 7	AXBZ	SYNY	9	9.S.C 9.Y.V 9.N.C 9.Y.V	2.0 1.5 1.75 0.8	0	10207	s ù ŋ ú
13716	JamsayDouentza	rope, cord	sǔŋ	s ǔ ŋ	3 7 4	AXN	SYN	8	8.S.C 8.Y.V 8.N.c	2.0 1.5 0.8	1	10207	s ǔ ŋ -
13718	Mombo	rope, cord	sí+ŋ.ɡì	s í + ŋ ɡ ì	3 7 9 4 1 7	AX_ACZ	SI_NKI	10	10.S.C 10.I.V 10._._ 10.N.C 10.K.C 10.I.V	2.0 1.5 0.0 2.0 1.5 0.8	0	10203	s í - + ŋ ɡ ì
13719	BonduSoNajamba	rope, cord	sì.í+ŋ.ɡó	s ì í + ŋ ɡ ó	3 7 7 9 4 1 7	AXZ_ACZ	SII_NKU	3	3.S.C 3.I.V 3.I.V 3._._ 3.N.C 3.K.C 3.U.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0	10203	s ì í + ŋ ɡ ó
