code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,subsubcode #,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Donno So,Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno So (Yendouma, JH)",Tomo Kan (Segue),Tomo Kan (Diangassagou),Tommo-So (JH),"Tommo-So (Tongo Tongo, LM)","Dogul Dom (Kundialang, JH)","Dogul Dom (Bendiely & Kundialang, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)","Mombo (Songho, KP)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,7.0,pride,orgueil,5866.0,,,old,,"vanity, pride (e.g. of sb who is upset when not offered good food, a good place to sit, etc.)","hauteur, orgueil (de qn qui s'énerve si on ne lui donne pas un bon repas, une bonne place, etc.)",1.0,kù-látú,gándâl,gándàl,gándárì,,gandal,gándâl,"ɛ̀sɛ̀sɛ́, gándárù, lámtárù",,,"gándál, bàgà-márⁿá",kù:-ùló,,,,gándàl,,,,"gándàl, dìdíŋá",gándàl,,gándálí,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,8.0,pride,orgueil,5867.0,,,old,,"vain, proud person","personne hautaine, orgueilleuse",1.0,kù-látú-nú\\-látú-m,gàndàl-gú-m\\-gú,gàndàl-gú-m\\-gú,nù: gàndàrì-gí,,gandalgin,gàndàl-gí-n\\-gú-m,"ɛ̀sɛ̀sɛ̀-gú-n, gàndàrù-gú-n, làmtàrù-gún",,,[bàgà-márⁿá] báŋá,[kù:-ùlò]-[úl-nɛ́],,,,gàndàl-gí-nɛ́,,,,"gàndàl-jì, dìdìŋà-jì",gàndàl-ndé\\gàndàl-ndú-mbó,,gándálíŋgà,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,9.0,arrogant,arrogant,5868.0,,,old,,arrogance (e.g. of sb who takes things without asking),"arrogance (par ex., de qn qui s'approprie les choses sans demander)",1.0,kù-látú,tí-táɣá,tàkà-tákà,tá-tágá,,titaga,tí-táɣá,ɔ̀r tá-tálá,,,tɛ́tɛ́,dìmɛ̀-[sɛ̀-lɛ́],,,,ànà-áná,,,,tátàgà,tátágá,,báɲámà,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,10.0,arrogant,arrogant,5869.0,,,old,,arrogant person,personne arrogante,1.0,,[tì-tàɣà]-kǎⁿ-m\\kǎ:ⁿ,nù tàkà-tákà-m\\tàkà-tákà,nù: tá-tágá,,titaga,ìnè-n tí-táɣá-n,ìnè tá-tálá-n,,,tɛ́tɛ́ báŋá,ìnɛ̀ dímɛ̀ sɛ̀-lɛ̀,,,,ànà-ànà-gí-nɛ́,,,,nò tàtàgà-jì,nò: tàtàgà-ndé\\nò-mbò tàtàgà-ndú-mbó,,ǹda báɲámà sá,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,11.0,arrogant,arrogant,5870.0,,,old,,(sb) be arrogant (e.g. always taking things that belong to others),"(qn) ê. arrogant (par ex., en prenant des chose d'autrui)",1.0,[kú mà] látú\\látá,,,,,,,[ɔ̀r tá-tálá] kárⁿá,,,,"dímɛ̀ sɛ̀-lɛ́, dɔ̀gɔ́ sɛ̀-lɛ́ (""be shameless"")",,,,"ànà-áná sɛ́, ànà-áná káná",,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,12.0,attention,attention,5871.0,,,old,,person who seeks attention from others,personne qui cherche à attirer l'attention des autres,1.0,,mò:-dɔ̀mdú-m,,,,,,,,,kùⁿ-dɔ́wɔ́,dàwà-[dáwá-nɛ́],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,13.0,attention,attention,9384.0,,,2010.08,,(sb) seek attention from others,(qn) chercher à attirer l'attention des autres,1.0,dúmmà kárⁿú,[X kù:] cɛ́:rí,,,,,dáwɛ̀ dàwɛ́,,,,dɔ́wɔ́ dɔ̀wɔ́,dáwà dàwá,,,,,,,,dámdɛ́\\dàmdà-lí,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,13.0,"showboat, show-off, boast","se vanter, hautain",9383.0,,,2010.08,,"be boastful, speak and walk arrogantly","se vanter, parler et marcher de façon hautaine",2.0,,,,,,,,,,,,dónɔ́ gùɲɔ́,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,14.0,attention,attention,9385.0,,,2010.08,,act of seeking attention from others,fait de chercher à attirer l'attention des autres,1.0,,,,,,,dáwɛ̀,,,,dɔ́wɔ́,dáwà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,15.0,attention,attention,9386.0,,,2010.08,,(sb) seek attention from others (verb only),(qn) chercher à attirer l'attention des autres (verbe seulement),1.0,,,,,,,dàwɛ́,,,,dɔ̀wɔ́,dàwá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,discourage,émotion/nature,décourager,117.0,19.0,1.0,"sad, disappointed","triste, déçu",5872.0,,,old,,"be sad, disappointed","ê. triste, déçu",1.0,cɛ́lá bàrⁿú\\bàrⁿá,[X jésù] tíwɛ́,[X jésù] tíwɛ́,[... gésì] túwɛ́,,jejunuwⁿo,[X jèjú] núwⁿó,"sálɛ́, [X gèsú] núwⁿó",,,[kɛ̀nɛ̀-kɔ̌ⁿ bè] wɔ̀,"[X kìnɛ̀] yàwⁿá, [kìnɛ̀-yáwⁿà lè] wɔ̀",,,,nɔ́gɔ́mí-yɛ́,,,,[lɔ̀gù mí:] bò,[X gòjì] tíbɛ́,yà:lì-yè-sà-wⁿ bǒ:,dóŋgó nà kɔ́lɛ́,,kɔ́lɛ̀,[X námà] dɔ́gɛ́,,,,,,,,,,,,,,,,
emotion/temperament,discourage,émotion/nature,décourager,117.0,19.0,1.0,"sad, disappointed","triste, déçu",9387.0,,,2010.08,,"he is disappointed, he is mildly sad (""his heart did not catch"")","il est déçu, il est légèrement triste (« son cœur n'a pas attapé »)",1.0,,[X cɛ̀lɛ̀] wò-rí,,,[gòdú wò-mɔ̀] yím-è,,[X mà cɛ́nɛ̀] à:-lí,,,,[X kɛ́nɛ́] à:-lí,[X kìnɛ̀] ǎ:-l,,,,,,,,cìndà-ɛ̀l zò-ń,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,discourage,émotion/nature,décourager,117.0,19.0,2.0,"sad, disappointed","triste, déçu",9388.0,,,2010.08,,"disappointed, mildly sad","déçu, légèrement triste",3.0,,,,,,,,,,,,kínɛ́-[à:-l],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,discourage,émotion/nature,décourager,117.0,19.0,2.0,"sad, disappointed","triste, déçu",5873.0,,,old,,"sad, disappointed","triste, déçu",1.0,,"jèsù-tíwɛ́-ḿ, jèsù-tíwɛ́ bɔ́ŋgɔ̀",,gèsì-túwá báŋà,,jejunuwⁿosan,jèjù-núwⁿó-sà-n,sálɛ́-sà-n,,,,,,,,nɔ́gɔ́mí-yáá-dɛ̀,,,,lɔ̀gù-jì,gòjí tíb-ɛ́:,,dòŋgò kɔ́lúŋgà,,,,,,,,,,,,,,,,,,,
emotion/temperament,discourage,émotion/nature,décourager,117.0,19.0,2.7,"sad, disappointed","triste, déçu",8341.0,,,2010.06,,sad or disappointed person,personne triste ou déçue,3.0,,,,,,,,,,,,,,,,ǹdɛ̀ wó=ɲ̀ ɛ̀lɛ̀lú sɛ̀-lɛ́,,,,,,,dóŋgò kɔ́lù sá:,,,,,,,,,,,,,,,,,,,
emotion/temperament,discourage,émotion/nature,décourager,117.0,19.0,3.0,"sad, disappointed","triste, déçu",5874.0,,,old,,"(sb) disappoint, let down (sb, e.g. after being well-treated)","décevoir (qn, par ex. après avoir été bien traité)",1.0,,"[X jésù] gìyɛ́, gìyɛ́",,"[X gésì] gìyɛ́, gìyɛ́",,"cɛnɛwɔ,jejuwɔ","[X mà cɛ́nɛ̀] wɔ̌:, [X mà jèjú] wɔ̌:",[X wà kɛ́lɛ̀] kɔ́:rɔ́,,,[X kúⁿ] súnù-gù,"dǎ:\\dǎy (""kill"")",,,,kíndɛ́ yàmí-lɛ́,,,,lɔ̀gɔ́-mɛ́\\lɔ̀gɔ́-mà-lì,"[X kèndà:] gìyɛ́, [X kèndà:] ɲàmá-gí",,dɔ́gɔ́ tá:rè,,,,,,,,,,,,,,,,,,,
emotion/temperament,discourage,émotion/nature,décourager,117.0,19.0,4.0,"sad, disappointed","triste, déçu",5875.0,,,old,,make (sb) despondent (by sharply scolding),rendre triste (qn) en le grondant,3.0,,,,,,,,,,,,álm-ɛ́:-mɔ́,,,,gàdú káná,,,,,gàjí→ kán\\kànè,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,frustrate,émotion/nature,contrecarrer,117.0,20.0,1.0,desperate,désespéré,5876.0,,,old,,"be desperate, be at one's wit's end (e.g. by chronic failure or bad luck)","ê. désespéré, ê. profondément frustré (par le manque de succès chronique, la mauvaise chance dans la vie, etc.)",1.0,mɛ́ttà kárⁿú\\kárⁿá,mɛ́ttɛ́,mɛ́ttà káŋ,mɛ́tɛ́,,mɛttɛ,mɛ́ttɛ́,mɛ́ttɛ́,,,,,,,,súgùlɔ̀ sɛ́,,,,,súkàlà kán\\kànè,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,frustrate,émotion/nature,contrecarrer,117.0,20.0,2.0,desperate,désespéré,5877.0,,,old,,"desperation, being at one's wit's end","fait d'ê. désespéré, d'ê. profondément frustré",1.0,mɛ́ttɛ́rɛ̀,mɛ́ttɛ́:rɛ̀,,mɛ́ttɛ́:rɛ̀,,"mɛttɛrɛ,cɛnɛdɛy","mɛ́ttɛ́rɛ̀, cɛ̀nɛ̀-[dɛ̌-y]",mɛ́ttá:rɛ̀,,,,dɛ̀:pây,,,,súgùlɔ̀ sɛ́,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,frustrate,émotion/nature,contrecarrer,117.0,20.0,2.5,"helpless, frustration",frustration,9389.0,,,2010.08,,"helpless feeling, frustration (from being unable to avenge an offense)",frustration (de ne pas pouvoir se venger d'une offense),1.0,,mɛ́ttɛ́:rɛ̀,,,,,mɛ́ttɛ́rɛ̀,,,,,mɛ́tà:rù,,,,,,,,gòzù-tíbù,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,frustrate,émotion/nature,contrecarrer,117.0,20.0,3.0,frustrated,triste,5878.0,,,old,,"be frustrated (by being refused sth one craves--food, clothing)","ê. triste (après qu'on lui a refusé qch qu'il désire ardemment--aliment, habits)",1.0,gódì ní\\nɛ́,háccílɛ̀ jìré,góddì-tájà káŋ,mìrⁿé,,goddu taja,góddù tájá,[X wà góddù] kɛ́sɛ́,,,,,,,,"kíndɛ́ kɛ́dí-yɛ́, ɛ̀lɛ̀lú sɛ̀lɛ́, nɔ́gɔ́",,,,[X gòzù] tíbɛ́,[X kìndè] kɛ́jí-yɛ́,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,frustrate,émotion/nature,contrecarrer,117.0,20.0,4.0,frustrated,triste,5879.0,,,old,,(sb) frustrate (sb) by being stingy (e.g. by not sharing food),(qn) frustrer (qn) en étant pingre envers lui (par ex. en ne pas partageant de la nourriture),1.0,,"[X gódù] tájɛ́, [X háccílɛ̀] jìré, mìrⁿɛ́","mìrⁿɛ́, góddì-tájà káŋ","[X hágílɛ̀] jú:ró, mìrⁿé",,"goddu taja,mirⁿe","[X mà góddù] tájá, mìrⁿé","[X wà góddù] kɛ́sɛ́, mìrⁿɛ́",,,,xxx,,,,púŋí-yɛ́,,,,,[X kìndè] kɛ́jɛ́,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,frustrate,émotion/nature,contrecarrer,117.0,20.0,5.0,frustrate,"frustrer, contrecarrer",5880.0,,,old,,"thwart, frustrate (sb, not letting him get sth he wishes for)","contrecarrer, frustrer (qn, en l'empêchant d'obtenir ce qu'il désire)",2.0,,cìlê: wǒ,pálà káŋ,"kíndè wǒ:, kúwó",,cinea,cìné á:,"[X wà kìlé] yà:-wá, [X wà hákílɛ̀] yà:-wá",,,,[X kìnɛ̀] yàŋá-lá,,,,kíndɛ́ kɛ́dɛ́,,,,,[X kìndè] kɛ́jɛ́,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,frustrate,émotion/nature,contrecarrer,117.0,20.0,6.0,withhold,retenir,8853.0,,,2010.06,,keep (sb) from getting (sth promised or wanted),empêcher à (qn) de recevoir (un objet promis ou désiré),2.0,,hádɛ́,,hádɛ́,,hadɛ,hádɛ́,,,,X [Y nù] hádá,hádú,,,,pádá-mɔ́,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,frustrate,émotion/nature,contrecarrer,117.0,20.0,7.0,"anguish, frustration","angoisse, frustration",9390.0,,,2010.08,,anguish that gnaws at one's heart (as when one is held back from retaliating for an offense),"angoisse qui ronge le cœur (par ex., lorsqu'on est empêché de se venger d'une offense)",1.0,dùkúrù,dùgúrù,,,,,dùkúrù,,,,dùgúrù,dùgúrù,,,,,,,,dùgúrù,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,frustrate,émotion/nature,contrecarrer,117.0,20.0,8.0,"envy, envious","jaloux, jalousie",9391.0,,,2010.08,,(sb) envy (sb nearby who is eating foods one craves),(qn) ê. jaloux de (qn à côté qui mange la nourriture qu'on désire),2.0,,mìrⁿɛ́,,,,,mìrⁿé,,,,mìrⁿí\\mírⁿí,"mɛ̀rⁿɛ́ (""swallow"")",,,,,,,,mìrⁿé\\mìrⁿà-lí,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,regret,émotion/nature,regret,117.0,21.0,1.0,"regret, sorry","regretter, désolé",5881.0,,,old,,"regret (verb), be sorry","regretter, ê. désolé",1.0,"yⁿáŋkìtà kárⁿú\\kárⁿá, nímsìtà kárⁿú\\kárⁿá",nímsítɛ́,nímsìtà káŋ,"nímsí, mǎ:ndí",nímìsɛ̀ kán(à),"nimisɛ,mana","nímísɛ́, mà:ná",nímsɛ́,,,,xxx,,,,nímísɛ́,,,,nǐmsɛ́\\nǐmsá-lì,"yáŋgì tírɛ́, nímsɛ́",mìsìtí kán(ú),nímínsá kání,,nímsì kánì,nímsà kán,,,,,,,,,,,,,,,,
emotion/temperament,regret,émotion/nature,regret,117.0,21.0,2.0,"regret, sorry",regret,5882.0,,,old,,I regret that,je regrette cela,1.0,[ŋ̀gú kây] ǹ nímsìtà kárⁿú-wòrè,ŋ̀gú nímsítɛ́:-rɛ̀-y,nímsìtà kàrⁿí-y,ŋ̀gú nímsɛ̂-m,,"nuŋonimisam,[nuŋomadukuru]cɛraram",núŋò nímís-â:-m,ŋ̀gó nímsɛ́-m̀,,,[kɛ́nɛ́ mà] kɔ́:rì,[mɔ̂: nɛ̀] ɛ̀jù=lá,,,,nɔ̀ɔ́ nímísɛ́-gú sɛ̂-m,,,,"yà nǐmsɛ́-m, yà má:nɛ́-m",[ŋ̀gú gì] yáŋgì tìrà-mbó-m̀,,nɛ̂: nímísà ńkáǹi,,nímsì ŋ̀ kánì,X nímsà ŋ́ kàn,,,,,,,,,,,,,,,,
emotion/temperament,regret,émotion/nature,regret,117.0,21.0,3.0,"regret, sorry",regret,5883.0,,,old,,"regret (noun), being sorry",regret,1.0,"yⁿáŋkìtà, nímsìtà",nìmsî:,nímsìtà,nímsá,nímìsɛ̀,"man,nimisu,dukuru","má:n, nìmìs-ú",nímsà,dùkúrù,,kɛ̀nɛ̀-kɔ̀:rú,xxx,,,,nímìsà,,,,nímsàrɛ̀,,mìsìtí,nímínsà,,nímsì,nímsì,,,,,,,,,,,,,,,,
emotion/temperament,regret,émotion/nature,regret,117.0,21.0,4.0,remorse,remords,5884.0,,,old,,lasting sorrow or remorse (over an event or one's own actions),tristesse ou remords durables (suite à un incident ou à ses propres actes),1.0,,,dúkkùrù,dúgúrì,,dukuri,dùkúrù,dùkúrù,,,dùgúrú,,,,,"dúgúrú, kìndɛ̀ yámú",,,,dùgúrù,dúkùr,,dòŋgò kɔ́lì,,,,,,,,,,,,,,,,,,,
emotion/temperament,regret,émotion/nature,regret,117.0,21.0,5.0,remorse,remords,5885.0,,,old,,he feels deep sorrow or remorse,il éprouve une profonde tristesse ou remords,1.0,,,dúkkùrù nɔ́,"[ŋ̀gú dúgùrì] yá sò-y, [ŋ̀gú dúgùrì] bàrⁿí yá bù",,,[núŋò má dùkúrù] cɛ̀r-á:rà-m,dùkúrù X á:,,,dùgúrú X sà,,,,,dúgúrú yé-sɛ̀.,,,,,dúkùr [mó gì] ìbè,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,regret,émotion/nature,regret,117.0,21.0,6.0,"remorse, guilt",remords,9392.0,,,2010.08,,I feel guilty (remorseful),je sent des remords,3.0,,,,,,,,,,,,[mɔ̂: nɛ̀] ɛ̀jù=lá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,regret,émotion/nature,regret,117.0,21.0,7.0,"remorse, self-reproach",remords,9393.0,,,2010.08,,"self-reproach, remorse (for a bad act committed in the past)","remords, fait de se reprocher (d'un mauvais acte commis dans le passé)",2.0,kù-págà,kù:-pàgî:,,,,,kù:ⁿ-pàgú,,,,,kù:-pɛ̀bú,,,,,,,,kò:-pàgù,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,regret,émotion/nature,regret,117.0,21.0,8.0,remorse,remords,9394.0,,,2010.08,,"gnawing remorse felt after having refused to help sb in a moment of crisis (who later dies, for example)","remords profond éprouvé lorsqu'on avait refusé d'aider qn en crise (qui meurt ensuite, par ex.)",3.0,,,,,,,,,,,,dùgúrù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,reluctant,émotion/nature,contre-cœur,117.0,22.0,1.0,reluctant,contre-cœur,5886.0,,,old,,reluctantly,à contre-cœur,2.0,mǎyⁿ-màyⁿ,mǎyⁿ-màyⁿ,mǎyⁿ-màyⁿ,mǎyⁿ-mǎyⁿ,,mayⁿmayⁿ,mǎyⁿ-màyⁿ,,,,[kɛ̀nɛ̀ sò:ró] bè,"kìnɛ̀-[sɛ̀-lɛ́] lé, kìnɛ̀-[tò-ló] lé",,,,"máy-máy-ni, kɔ̀lɔ̀ ɲɔ̌m le",,,,cìndà-kɔ́llù,mǎy-ŋgò mǎy-ŋgò mà,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,reluctant,émotion/nature,contre-cœur,117.0,22.0,2.0,reluctant,contre-cœur,5887.0,,,old,,my heart isn't in it (=I am reluctant to do it),mon cœur n'est pas là-dedans (=je le fais à contre-cœur),2.0,[ǹ dé] ŋ̀gó,kɛ̌lɛ̀ àw-rí,xxx,"[kɛ́ndɛ̀ kɔ᷈:] yɛ̀-rí, [kɛ́ndɛ̀ kɔ᷈:] kùrⁿò-ndó",,"cɛnɛkuno,cɛnɛa","[má cɛ́nɛ̀] kùnó, [má cɛ́nɛ̀] à:-lí","[má kɛ́lɛ̀] à:-rí, [má kɛ́lɛ̀] rù kùn-á",,,,[kínɛ́ mɔ̀] tò-ló,,,,,,,,[[cíndá ʔə́mó] nà] kùnú,xxx,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,reluctant,émotion/nature,contre-cœur,117.0,22.0,3.0,"reluctance, hesitation",hésitation,8859.0,,,2010.06,,"hesitation, reluctance (to accept sth offered, even if badly wanted)","hésitation (à accepter un don, même si on voudrait l'avoir)",2.0,,kù:-páɣà,,kù-básá,,kupaga,kù:ⁿ-páɣà,,,,kùⁿ-págá,jɛ̀gú,,,,xxx,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,1.0,"sadness, disappointment","tristesse, déception",5888.0,,,old,,"sadness, disappointment","tristesse, déception",1.0,,"jèsù-tíwɛ́, cɛ̀lɛ̀ ɲáwⁿà",gìrè-kɔ̂:ⁿ,"àmà-sɔ̀gɔ́, kɛ̀ndɛ̀-kóyô",,"amasɔgɔ,cɛnɛɛⁿ,cɛnɛmɛttɛrɛ,mɛttɛrɛ,amasɔgɔ","àmà-sɔ̀ɣɔ́, cɛ̀nɛ̀-ɛ́:ⁿ, cɛ̀nɛ̀-mɛ́ttɛ́rɛ̀, mɛ́ttɛ́rɛ̀, àmà-sɔ̀ɣɔ́",kɛ̀lɛ̀-kòyó,,,kɛ̀nɛ̀-kɔ̌ⁿ,kìnɛ̀-jîm,,,,nɔ̀gú,,,,"cìndà-lɔ̀gú, cìndà-yàŋ",kèndà-èndà-gé,,dòŋgò kɔ́lù,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,1.5,sadness,tristesse,9395.0,,,2010.08,,deep sadness (feeling hurt psychologically),tristesse profonde (douleur psychologique),2.0,,kèlè yɔ̌:,,,,,cɛ̀nɛ̀ ɛ́:ⁿ,,,,kɛ̀nɛ̀ kɔ̌:ⁿ,kìnɛ̀-jîm,,,,,,,,cìndà-bìn,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,2.0,devastated,"attristé, comblé, navre",5889.0,,,old,,"(sb) be devastated, be deeply saddened (by a death, by a failure, etc.)","(qn) ê. attristé, ê. comblé de tristesse (après un décès, après avoir échoué, etc.)",1.0,"[X cɛ́là] yⁿǎm\\yⁿàwⁿá, [X cɛ́là] yⁿàmú dà",[X cɛ́lɛ̀] ɲàwⁿá,[X kɛ́ndɛ̀] ɲàmá,[X kɛ́ndɛ̀] ɲàmá,,cɛnɛɲɔwⁿɔ,[X mà cɛ́nɛ̀] ɲɔ̀wⁿɔ́,"[X wà kìlé] gǒ:, [X wà kìlé] yìwré, [X wà kìlé] ɲàwⁿá",,,,X-ỳ nɔ̀ŋɔ́-\\nɔ̀ŋɔ́,,,,nɔ́gɔ́mí-yɛ́,,,,[X cìndà] yǎm\\yàmà-lí,[X kèndà:] ɲǎm\\ɲàmè,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,2.5,devastated,"attristé, comblé, navre",9396.0,,,2010.08,,"he is devastated, he is deeply saddened","il est comblé de tristesse, navré",1.0,,kù:-sìyî: síyé,,,,,kù:ⁿ-sùgó súgó,,,,kùⁿ-sùgó súgó,wó-ỳ nɔ̀ŋ-â:y,,,,,,,,ná yà lɔ̀gɛ́,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,3.0,devastated,"attristé, comblé, navre",5890.0,,,old,,"he is devastated (""heart weeps"")","il est comblé de tristesse, navré (« cœur pleure »)",1.0,,[X kɛ́lɛ̀] yɔ̌: yɔ́-tî:,[ɛ́ kɛ́ndɛ̀] yɔ̌: yɔ̌:-rà-ŋ,[kɛ̀ndɛ̀-kóyó gò] bù,,cɛnɛɛⁿ,"[cɛ̀nɛ̀-ɛ̌:ⁿ lè] wɔ̀, cɛ̀nɛ̀-ɛ̌:ⁿ ɛ́:",[X wà kɛ́lɛ̀] kòyó kóyó,,,[wó kɛ́nɛ́] kɔ́ⁿ-ɛ̀,[X kìnɛ̀] pǐ: pí:,,,,kíndɛ́ wó mɔ ìyɛ́ yàà=wɔ̀,,,,,[kèndà-ɲàŋgó mà] bò,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,4.0,devastated,attristé,5891.0,,,old,,"state of being devastated, of being deeply saddened (e.g. after a death or failure)","fait d'ê. attristé, d'ê. comblé de tristesse",1.0,cɛ̀là-yⁿáwⁿá,cɛ̀lɛ̀-ɲáwⁿà,kɛ̀ndɛ̀-ɲámà,kɛ̀ndɛ̀-ɲámâ,,cɛnɛɲɔwⁿɔ,cɛ̀nɛ̀-ɲɔ́wⁿɔ̀,kɛ̀lɛ̀-ɲáwⁿà,,,,,,,,nɔ̀gú,,,,,kèndà-ɲàmǐ-n,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,5.0,devastated,attristé,5892.0,,,old,,(sb) be visibly devastated (e.g. after sb's death),"(qn) ê. visiblement comblé de tristesse (par ex., après un décès)",1.0,,,,,,suno,súnó,,,,,,,,,kìndɛ̀ nɔ̀gú sɛ̀,,,,,súnɛ́,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,5.5,despondent,découragé,9397.0,,,2010.08,,"despondency, chronic and visible sadness (as of an orphan mistreated by a stepmother)",découragement ou tristesse chronique et visible (comme d'un orphelin mal traité par une marâtre),2.0,,àmà-sɔ̀gɔ́,,,,,àmà-sɔ̀gɔ́,,,,tɔ̀ɲú,àlmú,,,,,,,,àmbà-sɔ̀gɔ̀,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,6.0,withdrawn,"reclus, renfermé",5893.0,,,old,,(sb) be withdrawn and uncommunicative (e.g. due to a death or other personal disaster),"(qn) ê. reclus ou renfermé en soi (par ex., après un décès ou autre malheur personnel)",2.0,,hàkkìlɛ̀-ɲáwⁿà bù,,,,cɛnɛeⁿɛⁿ,,"[X wà hákílɛ̀] ɲàwⁿá, [X wà kɛ́lɛ̀] ɲàwⁿá",,,,jùm→ wɔ̀,,,,"júrúm-ni wɔ̀, kúndúm-ni wɔ̀",,,,,[júrúm nɛ̀] bò,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,7.0,downcast,découragé,5894.0,,,old,,(sb) be downcast and uncommunicative (with head lowered),(qn) ê. découragé et renfermé en soi,2.0,kú-zúⁿ→ kárⁿú\\kárⁿá,,,,,,,,,,,bìmíl-ɛ́:,,,,kìndɛ̀ nɔ̀gú sɛ̀,,,,,má:ndí-yɛ́,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,8.0,slumped (sad),incliné (triste),9398.0,,,2010.08,,"being slumped over, being bent over (due to sadness, shame, or feeling of inferiority in front of a dignitary) (adverb)","(qn) ayant le corps incliné ou recroquevillé (à cause de tristesse, de honte, ou d'un sentiment d'infériorité devant un personnage) (adverbe)",2.0,,,,,,,,,,,,[kɔ́yⁿ→ ŋɛ̀] wɔ̀,,,,,jù→,,,kɔ́ɲú→,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,sad,émotion/nature,triste,117.0,23.0,9.0,"sourpuss, frown",froncer,9399.0,,,2010.08,,"sourpuss, person who frowns a lot",personne qui fronce les sourcils souvent,2.0,,"dìmbè:-sùwⁿùyⁿǔ-m\\sùwⁿìyⁿú, dìmbè:-sùwⁿùyⁿú bɔ́ŋgɔ̀",,,,,dìmɛ̀-sùwⁿó báŋà,,,,dìmɛ̀-sùwⁿɔ́ báŋá,dìmɛ̀-sɔ̀ŋɔ́,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
