ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS
concepts-993	993	(sb) be generous, be prone to give generously (character trait)	(qn) donner avec libéralité, ê. munificent (par sa nature)	generous	munificent, libéral	emotion/temperament/patience	émotion/nature/patience	3632	GENEROUS	adjective
concepts-8484	8484	stubborn (eye-hardened)	têtu (« œil-durci »)	stubborn	têtu	emotion/temperament/stubborn	émotion/nature/têtu	3634	STUBBORN	adjective
concepts-1387	1387	(woman's) co-wife	co-épouse (d'une femme)	co-wife	co-épouse	kinship/co-wife	parenté/co-épouse	3636	CO-WIFE	noun
concepts-9389	9389	weaver	tisserand	weaver	tisserand	weaving/cotton/weave/loom	tissage/coton/tisser/métier	3637	WEAVER	noun
concepts-638	638	(individuals) come together, assemble, gather	(individus) se rassembler, se réunir	assemble, gather	rassembler	together/separate/assemble	ensemble/à part/rassembler	3638	ASSEMBLE (GET TOGETHER)	verb
concepts-974	974	(sb) avoid (sth taboo)	(qn) éviter (un tabou)	taboo	tabou	ritual/taboo/totem	rite/tabou/totem	3639	AVOID	verb
concepts-3125	3125	consent, accept, agree to (a proposal)	accepter (une proposition)	consent, accept, agree	accepter	talk/approve/reject	parole/accord/refus	3643	AGREE	verb
concepts-1850	1850	agreement, accord	accord	agree	accord	talk/approve/reject	parole/accord/refus	3644	AGREEMENT	noun
concepts-6665	6665	persuade (sb, to do sth)	convaincre (qn, à faire qch)	persuade	convaincre	criticism/advice/counsel	critique/conseil/conseiller	3645	PERSUADE	verb
concepts-6929	6929	proverb, profound statement	proverbe, dicton profond	proverb	proverbe	narrative/proverb/riddle	conte/proverbe/devinette	3646	PROVERB	noun
concepts-8826	8826	tickle (sb)	chatouiller (qn)	tickle	chatouiller	fun/song/dance/tickle	amusement/chant/danse/chatouiller	3647	TICKLE (SOMEBODY)	verb
concepts-7593	7593	serve (sauce, by spreading widely on flat-surfaced rice, couscous, or fonio in a bowl, with a ladle)	servir (sauce, en l'éparpillant avec une louche, sur du riz, du fonio, ou du couscous dans une tasse)	serve	servir	spoon/ladle/serve	cuiller/louche/servir	3648	SERVE (SOMEONE)	verb
concepts-648	648	(juice, millet beer, cream of millet, milk) become fully fermented and flat (no longer fizzy)	(bière de mil, jus, crème de mil, lait) devenir complètement fermenté (non gazeux)	ferment	fermenter	ripe/raw/cooked/ripe/cooked	mûr/cru/mûr/cuit	3652	FERMENT	verb
concepts-6114	6114	modern cooking pot (e.g. ceramic or iron)	marmite moderne (en céramique ou en fer, par ex.)	pot	marmite	pot/kettle/pot	marmite/théière/marmite	3653	COOKING POT	noun
concepts-7217	7217	remove, get rid of	emmener, enlever, se débarrasser de	remove, take away	emmener, enlever, se débarrasser	bring/deliver/send/remove	apporter/emmener/envoyer/enlever	3654	TAKE OUT	verb
concepts-8415	8415	store (millet grain spikes, in granary)	stocker (épis de mil, dans un grenier)	store, stock	stocker, magasiner	possession/accumulate	possession/accumuler	3655	STORE UP	verb
concepts-4526	4526	granary	grenier	granary	grenier	granary/granary	grenier/grenier	3657	GRANARY	noun
concepts-6601	6601	pauper, poor person	(un) pauvre, qn qui vit dans la misère	poor, pauper	pauvre	money/poor	argent/pauvre	3662	POOR PERSON	noun
concepts-3239	3239	cowry shells (used as ornament, tossed by fortune-tellers, and formerly used as currency)	cauris (utilisés comme ornement, jetés par les devins, et utilisés jadis comme devise)	cowry	cauri	part (animal)/shell	partie (animal)/coquille/carapace	3663	COWRIE SHELL	noun
concepts-5513	5513	learn from ancestors, inherit (customs)	apprendre d'aprés les ancêtres, hériter (coutumes)	inherit	hériter	lose/search/find/inherit	perdre/chercher/retrouver/hériter	3664	INHERIT	verb
concepts-8945	8945	travel	voyager	travel	voyager	motion/go	mouvement/aller	3665	TRAVEL	verb
concepts-5640	5640	load (verb)	charger	load	charger	carry/load/load	porter/charger/charge	3669	LOAD (SOMETHING)	verb
concepts-6178	6178	mourning	deuil	mourning	deuil	life/death/grief	vie/mort/affliction	3673	MOURNING	noun
concepts-6618	6618	peck at (sth)	becqueter, picorer (qch)	peck	becqueter, picorer	eat/peck	manger/becqueter	3684	PECK	verb
concepts-3180	3180	corn husk, corn shuck (leaf-like covering of corn ear)	enveloppe d'épi de maïs	husk, shuck	enveloppe de maïs	part (plant)/bran/chaff	partie (plante)/son/balle	3686	CORN HUSK	noun
concepts-765	765	(moon) be full	(lune) ê. pleine	moon	lune	celestial body/moon	corps céleste/lune	3690	FULL MOON	noun
concepts-4996	4996	hot weather, heat (temperature)	chaleur (température)	heat	chaleur	hot/cold/hot	chaleur/froid/chaleur	3693	HOT WEATHER	noun
concepts-3057	3057	cold weather, (the) cold	froideur, (le) froid	cold	froideur	hot/cold/cold	chaleur/froid/froid	3694	COLD WEATHER	noun
concepts-8814	8814	throw away, discard (e.g. trash)	jeter (ordures, etc.) pour s'en débarrasser	throw away	jeter	push/pull/throw/throw	pousser/tirer/jeter/jeter	3696	THROW AWAY	verb
concepts-5541	5541	lengthen (sth)	allonger, rendre plus long (qch)	lengthen	allonger	size/long	taille/long	3700	LENGTHEN	verb
concepts-7902	7902	slippery (ground)	(terrain) glissant	slippery	glissant	fall/slip	tomber/glisser	3702	SLIPPERY	adjective
concepts-7903	7903	slippery (object, hard to hold) (adverb)	(objet) glissant (difficile à tenir) (adverbe)	slippery	glissant	fall/slip	tomber/glisser	3702	SLIPPERY	adjective
concepts-8370	8370	sticky (adverb)	visquex, collant (adverbe)	sticky	collant	food/consistency	aliment/consistance	3703	STICKY	adjective
concepts-6413	6413	odor, smell (noun)	odeur	odor, smell	odeur	smell/odor	olfaction/odeur	3704	ODOR (SMELL)	noun
concepts-4064	4064	ferry	bac (bateau)	ferry	bac	vehicle/boat	véhicule/bateau/pirogue	3733	FERRY	noun
concepts-2120	2120	barefoot	pieds nus	barefoot	pieds nus	clothing/nudity	vêtements/nudité	3737	BAREFOOT	adjective
concepts-9446	9446	whirlwind, twister	tourbillon	whirlwind	tourbillon	weather/wind	météorologie/vent	3740	WHIRLWIND	noun
concepts-1231	1231	(sth's) shape, form	forme (de qch)	shape, form	forme	shape/form	forme/forme	3747	SHAPE	noun
concepts-3397	3397	dates (from date palm)	dattes	dates	dattes	plant (cultivated)/fruit	plante (cultivée)/fruit	3801	DATE (FRUIT)	noun
concepts-7161	7161	red, ripe (wild grape, fig, zaban, neem, kola, etc.)	(raisin sauvage, figue, zaban, nîme, cola, etc.) rouge, mûr	ripe, red	mûr, rouge	ripe/raw/cooked/ripe/cooked	mûr/cru/mûr/cuit	3806	RIPE OR COOKED	adjective
concepts-3948	3948	eyeball	globe oculaire, globe de l'œil	eyeball	œil	body/eye	corps/œil	3807	EYEBALL	noun
concepts-121	121	(a) shriek, (a) scream	cri sans mots (par ex., lorsqu'on est épouvanté)	shriek, scream	cri	sound/shout	son/crier	3809	SCREAM (PRODUCE A CRY)	verb
concepts-983	983	(sb) be cowardly	(qn) ê. poltron, lâche (peureux)	coward	lache, poltron	emotion/temperament/fear	émotion/nature/peur	3812	COWARDLY	adjective
concepts-7221	7221	rent (sth, from owner)	louer (qch, du propriétaire)	rent	louer	commerce/lend/rent	commerce/prêter/louer	3831	RENT (SOMETHING)	verb
concepts-5711	5711	love, wanting, desire (noun)	désir, amour	love, desire	désir, amour	desire/need/want	désir/besoin/vouloir/aimer	3834	LOVE (AFFECTION)	noun
concepts-4642	4642	hand-span	mesure de longueur (du bout du pouce au bout du médius)	span	empan	distance/measure	distance/mesure	3838	HANDSPAN	noun
concepts-982	982	(sb) be confused (e.g. due to conflicting advice, or due to dementia in old age)	(qn) ê. dans la confusion (à cause de conseils divergents, à cause de la vieillesse, etc.)	confused	confusion	emotion/temperament/confusion	émotion/nature/confusion	3858	CONFUSED	adjective
concepts-3967	3967	fail	échouer	fail	échouer	able/unable/fail	capable/échouer	3861	FAIL	verb
concepts-20	20	(2Pl subject pronominal)	(marque de sujet 2Pl)	2Pl subject	sujet 2Pl	grammar/subject pronoun	grammaire pronom sujet/		YOU (PLURAL)	pronoun
concepts-57	57	(3Sg human all-purpose possessor)	(possessif 3Sg humain)	3Sg human possessor	possessif 3Sg humain	grammar/possessor pronoun	grammaire/pronom possessif		HIS OR HERS	pronoun
concepts-104	104	(a) call, summons, convocation	appel, convocation	call, summons, convocation	appel, convocation	talk/call	parole/appeler		CALL (NOUN)	noun
concepts-106	106	(a) challenge (to sb, to do sth)	défi (à qn, à faire qch)	challenge, defy	défi	emotion/temperament/encourage	émotion/nature/encourager		CHALLENGE (NOUN)	noun
concepts-108	108	(a) fall, act of falling	fait de tomber	fall	tomber	fall/fall	tomber/tomber		FALL(NOUN)	noun
concepts-109	109	(a) fight, squabble	lutte, bagarre	fight, squabble	lutte, bagarre	fight/conflict	lutte/lutte		FIGHT (NOUN)	noun
concepts-110	110	(a) greeting	salutation	greeting	salutation	greeting/greet	salutation/saluer		GREETING	noun
concepts-122	122	(a) slap	gifle	slap	gifle	hit/slap	frapper/gifler		SLAP (NOUN)	noun
concepts-126	126	(a) theft	(un) vol, fait de dérober	theft	vol	crime/deception/theft	délit/duperie/vol		THEFT	noun
concepts-148	148	(animal) be fattened	(animal) ê. engraissé	fatten	engraisser	size/plump/fat	taille/gras/gros		FATTEN	verb
concepts-159	159	(animal, snake) hibernate, go into a burrow and not come out	(animal, serpent) hiberner	hibernate	hiberner	existence/go in and stay	existence/entrer et ne pas sortir		HIBERNATE	verb
concepts-192	192	(bird, airplane) glide	(oiseau, avion) planer	glide	planer	motion/fly	mouvement/s'envoler		GLIDE	verb
concepts-297	297	(doctor) give an injection to, vaccinate	(docteur) donner une piqûre à, vacciner	vaccinate	vacciner	medicine/vaccinate	médecine/vacciner		VACCINATE	verb
concepts-298	298	(doctor, healer) perform healing, practice medicine	(docteur, guérisseur) faire des guérissons, faire la médicine	treat	soigner	medicine/treat medically	médecine/soigner		HEAL	verb
concepts-299	299	(doctor, healer) treat (disease)	(docteur, guérisseur) soigner (maladie)	treat	soigner	medicine/treat medically	médecine/soigner		HEAL	verb
concepts-300	300	(doctor, healer) treat (sick person)	(docteur, guérisseur) soigner (un malade)	treat	soigner	medicine/treat medically	médecine/soigner		HEAL	verb
concepts-313	313	(door) be ajar, be slightly open	(porte) ê. entrouvert, un peu ouvert	open, ajar	entrouvert	open/shut/half-open	ouvrir/fermer/entrouvrir		AJAR	adjective
concepts-331	331	(e.g. car, pot) be dented	(voiture, marmite) ê. bosselé	dent	bosseler	penetrate/jab	pénétrer/piquer		DENT	verb
concepts-412	412	(e.g. pail) overflow	(seau etc.) déborder	overflow	déborder	liquid/overflow	liquide/déborder		OVERFLOW	verb
concepts-434	434	(e.g. snake) shed, slough off (its skin) (verb only)	(serpent etc.) muer (sa peau) (verbe seulement)	shed, slough	muer	break/strip off	casser/écorcer/effeuiller		SHED (VERB)	verb
concepts-435	435	(e.g. snake) slough off (shed) its skin	(serpent etc.) muer sa peau	shed, slough	muer	break/strip off	casser/écorcer/effeuiller		SHED (VERB)	verb
concepts-606	606	(horse) rear (verb only)	(cheval) cabrer (verbe seulement)	rear	cabrer	horse/camel/rear up	cheval/chameau/cabrer		REAR (HORSE)	verb
concepts-608	608	(horse, donkey) gallop at top speed	(cheval, âne) galoper à toute allure	gallop	galoper	motion/run	mouvement/courir		GALLOP	verb
concepts-610	610	(horse, donkey) trot	(cheval, âne) galoper	gallop	galoper	motion/run	mouvement/courir		TROT	verb
concepts-640	640	(infant) be weaned	(enfant) ê. sevré	wean	sevrer	milk/suckle	lait/téter		WEAN	verb
concepts-686	686	(logophoric singular pronoun)	(pronom logophorique singulier)	logophoric	logophorique	deixis/anaphoric/logophoric	deixis/anaphorique/logophorique		LOGOPHORIC	pronoun
concepts-701	701	(man) become engaged	(homme) se fiancer	betrothal, engagement	fiancer	marriage/betrothal	mariage/fiançailles		ENGAGE	verb
concepts-709	709	(man) impregnate (woman)	(homme) enceinter (femme)	impregnate	enceinter	birth/pregnancy	naissance/grossesse		IMPREGNATE	verb
concepts-906	906	(rattle, etc.) rattle (verb only)	(hochet etc.) cliqueter, faire un bruit sec (verbe seulement)	rattle	cliqueter	sound/inanimate sound	son/son inanimé		RATTLE (VERB)	verb
concepts-922	922	(river) overflow its banks	(rivière) déborder	overflow	déborder	liquid/overflow	liquide/déborder		OVERFLOW	verb
concepts-927	927	(roof beam) sag under a heavy weight	(bois de toiture) fléchir sous une charge lourde	sag	fléchir	fall/sag	tomber/fléchir		SAG	verb
concepts-928	928	(roof beam, person) sag or bend under a heavy weight	(bois de toiture, personne) fléchir ou se pencher sous une charge lourde	sag	fléchir	fall/sag	tomber/fléchir		SAG	verb
concepts-958	958	(sb's) goods, property	biens, propriété (de qn)	property	biens	money/capital	argent/capital		PROPERTY	noun
concepts-959	959	(sb's) group (of acquaintances)	groupe (de camarades, de qn)	group	groupe	friend/group	ami/groupe		GROUP	noun
concepts-978	978	(sb) be arrogant (e.g. always taking things that belong to others)	(qn) ê. arrogant (par ex., en prenant des chose d'autrui)	arrogant	arrogant	emotion/temperament/pride	émotion/nature/orgueil		ARROGANT	adjective
concepts-1017	1017	(sb) be submerged (in water)	(qn) ê. submergé dans l'eau	submerge	submerger	watercourse/swim/dive/wade	cours d'eau/nager/plonger/entrer		SUBMERGE	verb
concepts-1019	1019	(sb) be the favorite, be the most popular	(qn) ê. le plus aimé, ê. le plus populaire	favorite	favori	desire/need/want	désir/besoin/vouloir/aimer		FAVORITE	noun
concepts-1020	1020	(sb) be unsatisfied, be in an unhappy situation (without friends, without good clothes, etc.)	(qn) ê. mécontent, se trouver dans une situation désagréable (sans camarades, sans bons habits, etc.)	unhappy	mécontent	well-being/hardship	bien-être/malheur		UNHAPPY	adjective
concepts-1026	1026	(sb) become crazy, go nuts	(qn) devenir fou	crazy	fou	mental/crazy	mental/fou		CRAZY	adjective
concepts-1052	1052	(sb) dent, put a dent in (sth)	(qn) bosseler (voiture, marmite)	dent	bosseler	penetrate/jab	pénétrer/piquer		DENT	verb
concepts-1054	1054	(sb) disappoint, let down (sb, e.g. after being well-treated)	décevoir (qn, par ex. après avoir été bien traité)	sad, disappointed	triste, déçu	emotion/temperament/discourage	émotion/nature/décourager		DISAPPOINT	verb
concepts-1176	1176	(single) grain, seed, nut	graine (individuelle), noix	grain, seed, nut	graine, noix	part (plant)/seed	partie (plante)/graine		SEED OR NUT	noun
concepts-1259	1259	(sth) explode	(qch) exploser	burst, explode	exploser	break/burst	casser/exploser		EXPLODE	verb
concepts-1335	1335	(vehicle) get stuck in sand	(voiture) s'enfoncer dans le sable	bogged, stuck	s'embourber	impede/stuck	empêcher/embourber		STUCK	adjective
concepts-1351	1351	(water jar, roof, sack, pocket) leak	(canari, toit, sac, poche) suinter, ê. troué de sorte que le contenu sort	leak	suinter	house/leak	maison/suinter		LEAK	verb
concepts-1384	1384	(woman's) boyfriend	copin (de femme)	lover	amant	friend/lover	ami/amant		BOYFRIEND	noun
concepts-1719	1719	accomplish (verb only)	accomplir (verbe seulement)	accomplish, achieve	accomplir	do/work/do/make	faire/travail/faire		ACCOMPLISH	verb
concepts-1846	1846	age (verb), cause (sb, sth) to get old	faire vieillir	get old	vieillir	age/old	âge/vieux		AGE (VERB)	verb
concepts-1852	1852	aim at (target)	viser (cible)	aim	viser	weapon/operate firearm	arme/utiliser arme		AIM	verb
concepts-1857	1857	ajar, slightly open (door) (adverb)	(porte) entrouvert (adverbe)	open, ajar	entrouvrir	open/shut/half-open	ouvrir/fermer/entrouvrir		AJAR	other
concepts-1860	1860	align, arrange (objects) in a line (one behind the other)	aligner (des objets) dans une rangée (l'un derrière l'autre)	align	aligner	straight/crooked/row	droit/tordu/rangée		ALIGN	verb
concepts-1864	1864	all right, okay	d'accord	okay, all right	d'accord	yes/no/yes	oui/non/oui		OKAY	other
concepts-1885	1885	also, too	aussi	also, too	aussi	logic/too	logique/aussi		ALSO	other
concepts-1919	1919	angel	ange	angel	ange	religion/religious being	religion/être religieux		ANGEL	noun
concepts-2063	2063	bachelor, unmarried young man	homme célibataire	young man	jeune homme	person/young man	personne/jeune homme		BACHELOR	noun
concepts-2434	2434	bit (mouthpiece for horse etc.)	mors (de cheval etc.)	bit	mors	horse/camel/mouth bit	cheval/chameau/mors		BIT	noun
concepts-2557	2557	bra, woman's breast support	soutien (des seins, de femme)	bra	soutien	clothing/bra	vêtements/soutien		BRA	noun
concepts-3105	3105	competition, race	concours, concurrence, compétition, course	competition, race	concours, concurrence, compétition, course	motion/race	mouvement/course		COMPETITION	noun
concepts-3117	3117	confine, lock up (sb, in prison)	enfermer (qn, en prison)	confine, lock up	enfermer	law/prison	loi/prison		CONFINE	verb
concepts-3211	3211	couscous (from millet flour)	couscous (à base de farine de mil)	couscous	couscous	food/couscous	aliment/couscous		COUSCOUS	noun
